Order ID,Order Date,Year,Month,Quarter,Customer Type,Region,Country,City,Category,Sub-Category,Product Name,Unit Price,Quantity,Gross Sales,Discount %,Discount Amount,Sales Revenue,Unit Cost,Total Cost,Profit,Profit Margin %,Payment Method,Order Status
ORD-2024-01178,2025-12-14,2025,2025-12,2025-Q4,Corporate,Europe,France,Paris,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,118.48,4,473.92,0.0,0.0,473.92,34.54,138.16,335.76,70.85,Direct Invoice,Shipped
ORD-2026-01251,2025-12-14,2025,2025-12,2025-Q4,Corporate,Latin America,Mexico,Mexico City,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,85.09,17,1446.53,0.0,0.0,1446.53,30.26,514.42,932.11,64.44,Credit Card,Processing
ORD-2025-04709,2025-12-15,2025,2025-12,2025-Q4,Consumer,Middle East & Africa,UAE,Dubai,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,119.55,2,239.1,0.0,0.0,239.1,44.08,88.16,150.94,63.13,PayPal,Delivered
ORD-2025-00624,2025-12-15,2025,2025-12,2025-Q4,Corporate,Asia Pacific,India,Bangalore,Electronics,Smartphones,Vanguard Ultra Phone,1227.71,8,9821.68,10.0,982.17,8839.51,692.61,5540.88,3298.63,37.32,Credit Card,Shipped
ORD-2026-03119,2025-12-15,2025,2025-12,2025-Q4,Small Business,North America,United States,New York,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,867.87,10,8678.7,12.0,1041.44,7637.26,189.13,1891.3,5745.96,75.24,PayPal,Cancelled
ORD-2025-00754,2025-12-15,2025,2025-12,2025-Q4,Small Business,Latin America,Mexico,Guadalajara,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),516.11,2,1032.22,5.0,51.61,980.61,78.35,156.7,823.91,84.02,Direct Invoice,Delivered
ORD-2025-02009,2025-12-15,2025,2025-12,2025-Q4,Consumer,Asia Pacific,India,Bangalore,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,200.05,2,400.1,0.0,0.0,400.1,97.09,194.18,205.92,51.47,Bank Transfer,Delivered
ORD-2024-00854,2025-12-15,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,South Africa,Cape Town,Electronics,Smartphones,Vanguard Ultra Phone,1171.5,3,3514.5,0.0,0.0,3514.5,698.65,2095.95,1418.55,40.36,Direct Invoice,Delivered
ORD-2024-02573,2025-12-15,2025,2025-12,2025-Q4,Small Business,Asia Pacific,Singapore,Singapore,Electronics,Smartphones,Apex Lite Smartphone 128GB,487.58,3,1462.74,5.0,73.14,1389.6,316.29,948.87,440.73,31.72,PayPal,Delivered
ORD-2025-04007,2025-12-15,2025,2025-12,2025-Q4,Consumer,Europe,France,Lyon,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,73.71,1,73.71,0.0,0.0,73.71,27.75,27.75,45.96,62.35,Bank Transfer,Delivered
ORD-2025-04317,2025-12-15,2025,2025-12,2025-Q4,Corporate,Europe,France,Paris,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,297.67,10,2976.7,15.0,446.5,2530.2,50.27,502.7,2027.5,80.13,PayPal,Delivered
ORD-2026-01085,2025-12-16,2025,2025-12,2025-Q4,Small Business,Latin America,Brazil,São Paulo,Office Supplies,Desk Accessories,LED Desk Lamp with Wireless Charging,60.68,1,60.68,10.0,6.07,54.61,24.08,24.08,30.53,55.91,Direct Invoice,Processing
ORD-2025-04665,2025-12-16,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,South Africa,Johannesburg,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3616.51,8,28932.08,0.0,0.0,28932.08,677.8,5422.4,23509.68,81.26,Bank Transfer,Delivered
ORD-2026-04603,2025-12-16,2025,2025-12,2025-Q4,Consumer,Middle East & Africa,UAE,Dubai,Furniture,Desks & Tables,Compact Home Office Writing Desk,231.0,4,924.0,0.0,0.0,924.0,106.42,425.68,498.32,53.93,PayPal,Cancelled
ORD-2024-01077,2025-12-16,2025,2025-12,2025-Q4,Consumer,Latin America,Mexico,Guadalajara,Electronics,Audio & Wearables,Acoustic Studio Earbuds,147.48,3,442.44,0.0,0.0,442.44,56.85,170.55,271.89,61.45,Bank Transfer,Processing
ORD-2025-02898,2025-12-16,2025,2025-12,2025-Q4,Small Business,Europe,Germany,Berlin,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,914.69,7,6402.83,5.0,320.14,6082.69,200.97,1406.79,4675.9,76.87,Credit Card,Delivered
ORD-2026-00325,2025-12-16,2025,2025-12,2025-Q4,Small Business,Latin America,Brazil,Rio de Janeiro,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,87.59,3,262.77,0.0,0.0,262.77,29.04,87.12,175.65,66.85,PayPal,Delivered
ORD-2024-01486,2025-12-16,2025,2025-12,2025-Q4,Corporate,Latin America,Brazil,São Paulo,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,194.95,18,3509.1,10.0,350.91,3158.19,92.51,1665.18,1493.01,47.27,Credit Card,Processing
ORD-2025-04896,2025-12-16,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,UAE,Dubai,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),488.35,8,3906.8,12.0,468.82,3437.98,71.73,573.84,2864.14,83.31,Bank Transfer,Processing
ORD-2026-03011,2025-12-17,2025,2025-12,2025-Q4,Corporate,Asia Pacific,India,Mumbai,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,71.84,17,1221.28,10.0,122.13,1099.15,25.78,438.26,660.89,60.13,Credit Card,Cancelled
ORD-2026-00539,2025-12-17,2025,2025-12,2025-Q4,Corporate,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,296.09,8,2368.72,10.0,236.87,2131.85,53.76,430.08,1701.77,79.83,Direct Invoice,Processing
ORD-2025-01436,2025-12-17,2025,2025-12,2025-Q4,Small Business,Latin America,Brazil,Rio de Janeiro,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,591.12,10,5911.2,10.0,591.12,5320.08,295.34,2953.4,2366.68,44.49,Credit Card,Cancelled
ORD-2024-00101,2025-12-17,2025,2025-12,2025-Q4,Small Business,Latin America,Mexico,Guadalajara,Furniture,Chairs & Seating,Luxury Leather Executive Recliner,674.53,5,3372.65,0.0,0.0,3372.65,382.98,1914.9,1457.75,43.22,Credit Card,Processing
ORD-2026-00720,2025-12-17,2025,2025-12,2025-Q4,Small Business,Europe,Germany,Berlin,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3572.6,5,17863.0,0.0,0.0,17863.0,725.72,3628.6,14234.4,79.69,Bank Transfer,Processing
ORD-2026-04956,2025-12-17,2025,2025-12,2025-Q4,Consumer,Latin America,Mexico,Mexico City,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,120.74,4,482.96,0.0,0.0,482.96,48.51,194.04,288.92,59.82,Credit Card,Delivered
ORD-2025-04014,2025-12-17,2025,2025-12,2025-Q4,Corporate,Europe,France,Paris,Electronics,Laptops & Computers,ProBook Workstation 16-inch,1858.41,25,46460.25,5.0,2323.01,44137.24,1106.6,27665.0,16472.24,37.32,Credit Card,Processing
ORD-2025-04547,2025-12-17,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,UAE,Dubai,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,89.02,3,267.06,0.0,0.0,267.06,29.87,89.61,177.45,66.45,Bank Transfer,Processing
ORD-2026-04483,2025-12-17,2025,2025-12,2025-Q4,Consumer,Latin America,Mexico,Guadalajara,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,198.59,2,397.18,0.0,0.0,397.18,102.9,205.8,191.38,48.18,Credit Card,Delivered
ORD-2025-04341,2025-12-18,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Singapore,Singapore,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,869.27,20,17385.4,0.0,0.0,17385.4,178.68,3573.6,13811.8,79.44,PayPal,Delivered
ORD-2025-03190,2025-12-18,2025,2025-12,2025-Q4,Corporate,North America,United States,Seattle,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,85.02,12,1020.24,10.0,102.02,918.22,29.29,351.48,566.74,61.72,Bank Transfer,Delivered
ORD-2025-04903,2025-12-18,2025,2025-12,2025-Q4,Small Business,Asia Pacific,India,Bangalore,Electronics,Laptops & Computers,ProBook Workstation 16-inch,1968.43,4,7873.72,10.0,787.37,7086.35,1178.1,4712.4,2373.95,33.5,Bank Transfer,Shipped
ORD-2024-01820,2025-12-18,2025,2025-12,2025-Q4,Small Business,North America,United States,Seattle,Furniture,Desks & Tables,Compact Home Office Writing Desk,222.51,1,222.51,5.0,11.13,211.38,103.09,103.09,108.29,51.23,Credit Card,Cancelled
ORD-2024-02372,2025-12-18,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,South Africa,Cape Town,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,116.69,5,583.45,5.0,29.17,554.28,33.58,167.9,386.38,69.71,Credit Card,Delivered
ORD-2026-03156,2025-12-19,2025,2025-12,2025-Q4,Small Business,Asia Pacific,India,Mumbai,Office Supplies,Desk Accessories,Dual Monitor Arm Stand,80.17,5,400.85,5.0,20.04,380.81,30.67,153.35,227.46,59.73,Credit Card,Processing
ORD-2024-00164,2025-12-19,2025,2025-12,2025-Q4,Consumer,Latin America,Mexico,Guadalajara,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,89.14,4,356.56,0.0,0.0,356.56,30.73,122.92,233.64,65.53,Credit Card,Shipped
ORD-2024-00755,2025-12-19,2025,2025-12,2025-Q4,Small Business,Europe,United Kingdom,Manchester,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,381.87,4,1527.48,0.0,0.0,1527.48,196.49,785.96,741.52,48.55,Bank Transfer,Processing
ORD-2025-01938,2025-12-19,2025,2025-12,2025-Q4,Consumer,Middle East & Africa,UAE,Dubai,Electronics,Laptops & Computers,SlimBook Air 13-inch,1106.84,2,2213.68,0.0,0.0,2213.68,678.65,1357.3,856.38,38.69,Bank Transfer,Delivered
ORD-2026-03039,2025-12-19,2025,2025-12,2025-Q4,Consumer,Middle East & Africa,South Africa,Cape Town,Office Supplies,Desk Accessories,Ergonomic Keyboard & Mouse Combo,93.19,4,372.76,5.0,18.64,354.12,40.97,163.88,190.24,53.72,PayPal,Delivered
ORD-2024-03564,2025-12-20,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Singapore,Singapore,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),499.81,18,8996.58,15.0,1349.49,7647.09,71.27,1282.86,6364.23,83.22,Bank Transfer,Cancelled
ORD-2024-02611,2025-12-21,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,UAE,Abu Dhabi,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,192.75,1,192.75,5.0,9.64,183.11,89.55,89.55,93.56,51.09,PayPal,Cancelled
ORD-2024-00819,2025-12-21,2025,2025-12,2025-Q4,Small Business,Europe,Germany,Frankfurt,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,590.72,3,1772.16,5.0,88.61,1683.55,321.28,963.84,719.71,42.75,Credit Card,Delivered
ORD-2026-04223,2025-12-21,2025,2025-12,2025-Q4,Small Business,North America,Canada,Montreal,Electronics,Smartphones,Vanguard Ultra Phone,1172.95,6,7037.7,12.0,844.52,6193.18,734.43,4406.58,1786.6,28.85,Bank Transfer,Delivered
ORD-2026-02290,2025-12-21,2025,2025-12,2025-Q4,Small Business,Europe,Germany,Munich,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,84.9,6,509.4,10.0,50.94,458.46,28.41,170.46,288.0,62.82,Direct Invoice,Shipped
ORD-2024-01691,2025-12-21,2025,2025-12,2025-Q4,Consumer,Asia Pacific,India,Mumbai,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,74.0,3,222.0,0.0,0.0,222.0,29.43,88.29,133.71,60.23,Bank Transfer,Shipped
ORD-2024-04226,2025-12-21,2025,2025-12,2025-Q4,Consumer,Middle East & Africa,UAE,Dubai,Electronics,Audio & Wearables,Acoustic Studio Earbuds,153.47,2,306.94,0.0,0.0,306.94,58.77,117.54,189.4,61.71,Credit Card,Shipped
ORD-2024-01959,2025-12-21,2025,2025-12,2025-Q4,Corporate,North America,Canada,Toronto,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3470.69,22,76355.18,10.0,7635.52,68719.66,651.88,14341.36,54378.3,79.13,Direct Invoice,Delivered
ORD-2024-03374,2025-12-21,2025,2025-12,2025-Q4,Consumer,Asia Pacific,Singapore,Singapore,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),501.73,2,1003.46,0.0,0.0,1003.46,71.48,142.96,860.5,85.75,Direct Invoice,Delivered
ORD-2026-03450,2025-12-21,2025,2025-12,2025-Q4,Consumer,Europe,Germany,Frankfurt,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,920.34,3,2761.02,5.0,138.05,2622.97,189.04,567.12,2055.85,78.38,PayPal,Delivered
ORD-2026-02652,2025-12-22,2025,2025-12,2025-Q4,Small Business,Latin America,Brazil,Rio de Janeiro,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,302.27,5,1511.35,5.0,75.57,1435.78,52.15,260.75,1175.03,81.84,PayPal,Delivered
ORD-2025-00097,2025-12-22,2025,2025-12,2025-Q4,Corporate,North America,Canada,Vancouver,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,601.61,19,11430.59,15.0,1714.59,9716.0,325.24,6179.56,3536.44,36.4,Direct Invoice,Processing
ORD-2026-04899,2025-12-22,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Japan,Osaka,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,74.39,4,297.56,20.0,59.51,238.05,26.25,105.0,133.05,55.89,Bank Transfer,Processing
ORD-2024-04776,2025-12-23,2025,2025-12,2025-Q4,Small Business,Europe,France,Paris,Furniture,Desks & Tables,Compact Home Office Writing Desk,217.66,1,217.66,0.0,0.0,217.66,97.26,97.26,120.4,55.32,Bank Transfer,Processing
ORD-2024-02463,2025-12-23,2025,2025-12,2025-Q4,Consumer,Europe,United Kingdom,Manchester,Furniture,Desks & Tables,Compact Home Office Writing Desk,226.4,1,226.4,0.0,0.0,226.4,100.9,100.9,125.5,55.43,PayPal,Cancelled
ORD-2026-03868,2025-12-23,2025,2025-12,2025-Q4,Small Business,Europe,Germany,Munich,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3360.68,2,6721.36,12.0,806.56,5914.8,634.31,1268.62,4646.18,78.55,Credit Card,Delivered
ORD-2024-02326,2025-12-23,2025,2025-12,2025-Q4,Corporate,North America,United States,Houston,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,120.94,3,362.82,5.0,18.14,344.68,45.57,136.71,207.97,60.34,Credit Card,Shipped
ORD-2024-03499,2025-12-23,2025,2025-12,2025-Q4,Consumer,Middle East & Africa,South Africa,Cape Town,Office Supplies,Desk Accessories,Ergonomic Keyboard & Mouse Combo,92.08,1,92.08,0.0,0.0,92.08,35.72,35.72,56.36,61.21,Bank Transfer,Cancelled
ORD-2024-00336,2025-12-23,2025,2025-12,2025-Q4,Small Business,Europe,Germany,Frankfurt,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,73.63,5,368.15,0.0,0.0,368.15,27.6,138.0,230.15,62.52,Bank Transfer,Delivered
ORD-2026-00512,2025-12-23,2025,2025-12,2025-Q4,Corporate,Middle East & Africa,UAE,Abu Dhabi,Electronics,Audio & Wearables,Smart Fitness Watch Series 5,300.32,13,3904.16,5.0,195.21,3708.95,152.0,1976.0,1732.95,46.72,Bank Transfer,Delivered
ORD-2025-02940,2025-12-24,2025,2025-12,2025-Q4,Consumer,Latin America,Brazil,Rio de Janeiro,Office Supplies,Desk Accessories,Dual Monitor Arm Stand,76.31,2,152.62,0.0,0.0,152.62,29.55,59.1,93.52,61.28,Bank Transfer,Delivered
ORD-2025-02667,2025-12-24,2025,2025-12,2025-Q4,Corporate,Europe,United Kingdom,Manchester,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,602.71,5,3013.55,5.0,150.68,2862.87,332.12,1660.6,1202.27,42.0,PayPal,Shipped
ORD-2024-04147,2025-12-24,2025,2025-12,2025-Q4,Consumer,Asia Pacific,India,Mumbai,Electronics,Monitors & Displays,4K UltraWide Monitor 34-inch,623.13,1,623.13,0.0,0.0,623.13,339.73,339.73,283.4,45.48,Credit Card,Processing
ORD-2025-02846,2025-12-24,2025,2025-12,2025-Q4,Corporate,Middle East & Africa,South Africa,Johannesburg,Electronics,Smartphones,Vanguard Ultra Phone,1208.87,6,7253.22,0.0,0.0,7253.22,753.44,4520.64,2732.58,37.67,Credit Card,Delivered
ORD-2026-03779,2025-12-24,2025,2025-12,2025-Q4,Small Business,North America,Canada,Vancouver,Electronics,Monitors & Displays,4K UltraWide Monitor 34-inch,630.45,8,5043.6,0.0,0.0,5043.6,359.42,2875.36,2168.24,42.99,Credit Card,Delivered
ORD-2024-04863,2025-12-24,2025,2025-12,2025-Q4,Corporate,North America,Canada,Toronto,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,605.87,18,10905.66,10.0,1090.57,9815.09,332.93,5992.74,3822.35,38.94,PayPal,Delivered
ORD-2025-03360,2025-12-25,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,UAE,Dubai,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,930.27,9,8372.43,0.0,0.0,8372.43,205.34,1848.06,6524.37,77.93,PayPal,Processing
ORD-2025-01640,2025-12-25,2025,2025-12,2025-Q4,Consumer,North America,United States,Seattle,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,38.53,2,77.06,0.0,0.0,77.06,13.51,27.02,50.04,64.94,Direct Invoice,Delivered
ORD-2025-04677,2025-12-25,2025,2025-12,2025-Q4,Corporate,Europe,France,Paris,Office Supplies,Desk Accessories,LED Desk Lamp with Wireless Charging,61.17,12,734.04,5.0,36.7,697.34,25.57,306.84,390.5,56.0,Direct Invoice,Delivered
ORD-2025-00053,2025-12-25,2025,2025-12,2025-Q4,Small Business,Latin America,Mexico,Guadalajara,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),511.52,7,3580.64,10.0,358.06,3222.58,71.62,501.34,2721.24,84.44,Credit Card,Processing
ORD-2026-04339,2025-12-25,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Japan,Tokyo,Furniture,Chairs & Seating,Luxury Leather Executive Recliner,733.45,16,11735.2,10.0,1173.52,10561.68,400.51,6408.16,4153.52,39.33,Direct Invoice,Processing
ORD-2026-02529,2025-12-25,2025,2025-12,2025-Q4,Consumer,Middle East & Africa,UAE,Dubai,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3553.77,3,10661.31,0.0,0.0,10661.31,694.08,2082.24,8579.07,80.47,Direct Invoice,Processing
ORD-2025-02400,2025-12-25,2025,2025-12,2025-Q4,Small Business,Latin America,Mexico,Mexico City,Office Supplies,Desk Accessories,Dual Monitor Arm Stand,78.7,5,393.5,0.0,0.0,393.5,28.7,143.5,250.0,63.53,Credit Card,Delivered
ORD-2026-03375,2025-12-25,2025,2025-12,2025-Q4,Corporate,Latin America,Mexico,Guadalajara,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,86.09,19,1635.71,10.0,163.57,1472.14,27.83,528.77,943.37,64.08,PayPal,Cancelled
ORD-2025-04870,2025-12-26,2025,2025-12,2025-Q4,Corporate,Middle East & Africa,UAE,Abu Dhabi,Furniture,Desks & Tables,Compact Home Office Writing Desk,222.72,15,3340.8,0.0,0.0,3340.8,106.74,1601.1,1739.7,52.07,PayPal,Cancelled
ORD-2026-01759,2025-12-26,2025,2025-12,2025-Q4,Small Business,Latin America,Mexico,Guadalajara,Furniture,Chairs & Seating,Task Mesh Office Chair,197.09,10,1970.9,0.0,0.0,1970.9,94.54,945.4,1025.5,52.03,PayPal,Delivered
ORD-2024-00150,2025-12-26,2025,2025-12,2025-Q4,Consumer,Asia Pacific,India,Mumbai,Furniture,Desks & Tables,Modular Conference Table 8-Person,1340.3,4,5361.2,5.0,268.06,5093.14,766.47,3065.88,2027.26,39.8,Bank Transfer,Delivered
ORD-2026-00401,2025-12-26,2025,2025-12,2025-Q4,Small Business,North America,United States,Chicago,Office Supplies,Desk Accessories,LED Desk Lamp with Wireless Charging,57.52,3,172.56,0.0,0.0,172.56,21.98,65.94,106.62,61.79,Credit Card,Cancelled
ORD-2024-03636,2025-12-26,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,South Africa,Cape Town,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,298.24,1,298.24,0.0,0.0,298.24,53.44,53.44,244.8,82.08,Direct Invoice,Processing
ORD-2024-02157,2025-12-26,2025,2025-12,2025-Q4,Corporate,Asia Pacific,India,Mumbai,Electronics,Smartphones,Apex Pro Smartphone 256GB,898.03,20,17960.6,0.0,0.0,17960.6,567.04,11340.8,6619.8,36.86,Bank Transfer,Processing
ORD-2024-00152,2025-12-26,2025,2025-12,2025-Q4,Small Business,Asia Pacific,India,Bangalore,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),491.11,6,2946.66,5.0,147.33,2799.33,76.7,460.2,2339.13,83.56,Credit Card,Shipped
ORD-2025-00020,2025-12-27,2025,2025-12,2025-Q4,Small Business,Europe,France,Paris,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,84.91,7,594.37,12.0,71.32,523.05,28.28,197.96,325.09,62.15,Bank Transfer,Delivered
ORD-2026-03334,2025-12-27,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Singapore,Singapore,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,867.49,16,13879.84,5.0,693.99,13185.85,183.91,2942.56,10243.29,77.68,Bank Transfer,Cancelled
ORD-2025-02980,2025-12-27,2025,2025-12,2025-Q4,Corporate,Latin America,Mexico,Mexico City,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,124.37,14,1741.18,10.0,174.12,1567.06,47.34,662.76,904.3,57.71,PayPal,Processing
ORD-2026-02591,2025-12-27,2025,2025-12,2025-Q4,Small Business,North America,United States,New York,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,80.92,9,728.28,0.0,0.0,728.28,26.39,237.51,490.77,67.39,PayPal,Shipped
ORD-2024-01648,2025-12-27,2025,2025-12,2025-Q4,Corporate,Europe,France,Paris,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,194.91,10,1949.1,10.0,194.91,1754.19,99.1,991.0,763.19,43.51,Direct Invoice,Delivered
ORD-2024-01937,2025-12-27,2025,2025-12,2025-Q4,Consumer,Asia Pacific,Japan,Tokyo,Furniture,Chairs & Seating,Task Mesh Office Chair,191.53,1,191.53,0.0,0.0,191.53,89.82,89.82,101.71,53.1,Credit Card,Delivered
ORD-2025-00320,2025-12-27,2025,2025-12,2025-Q4,Small Business,Latin America,Mexico,Guadalajara,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,115.79,3,347.37,5.0,17.37,330.0,48.52,145.56,184.44,55.89,Credit Card,Delivered
ORD-2026-03829,2025-12-28,2025,2025-12,2025-Q4,Corporate,North America,Canada,Vancouver,Furniture,Desks & Tables,Compact Home Office Writing Desk,237.07,18,4267.26,10.0,426.73,3840.53,113.26,2038.68,1801.85,46.92,PayPal,Delivered
ORD-2024-01585,2025-12-28,2025,2025-12,2025-Q4,Consumer,North America,Canada,Toronto,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,82.73,3,248.19,0.0,0.0,248.19,28.56,85.68,162.51,65.48,PayPal,Delivered
ORD-2026-02343,2025-12-28,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Australia,Sydney,Electronics,Laptops & Computers,Gaming Titan Desktop PC,2558.23,15,38373.45,10.0,3837.34,34536.11,1622.74,24341.1,10195.01,29.52,Direct Invoice,Delivered
ORD-2024-04563,2025-12-28,2025,2025-12,2025-Q4,Small Business,Latin America,Mexico,Mexico City,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),518.87,8,4150.96,10.0,415.1,3735.86,75.05,600.4,3135.46,83.93,Direct Invoice,Delivered
ORD-2026-00513,2025-12-28,2025,2025-12,2025-Q4,Corporate,Europe,United Kingdom,London,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3341.75,16,53468.0,5.0,2673.4,50794.6,687.2,10995.2,39799.4,78.35,PayPal,Shipped
ORD-2024-02174,2025-12-29,2025,2025-12,2025-Q4,Small Business,North America,United States,Los Angeles,Electronics,Laptops & Computers,SlimBook Air 13-inch,1067.73,4,4270.92,5.0,213.55,4057.37,609.43,2437.72,1619.65,39.92,PayPal,Delivered
ORD-2026-01894,2025-12-29,2025,2025-12,2025-Q4,Corporate,Middle East & Africa,South Africa,Johannesburg,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,87.36,21,1834.56,5.0,91.73,1742.83,31.66,664.86,1077.97,61.85,Direct Invoice,Delivered
ORD-2024-01956,2025-12-29,2025,2025-12,2025-Q4,Consumer,Europe,France,Paris,Furniture,Chairs & Seating,Task Mesh Office Chair,196.69,3,590.07,0.0,0.0,590.07,93.61,280.83,309.24,52.41,Credit Card,Delivered
ORD-2024-01046,2025-12-29,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Japan,Tokyo,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,38.12,6,228.72,15.0,34.31,194.41,12.52,75.12,119.29,61.36,PayPal,Cancelled
ORD-2026-02114,2025-12-30,2025,2025-12,2025-Q4,Small Business,Asia Pacific,India,Mumbai,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,119.03,2,238.06,5.0,11.9,226.16,34.78,69.56,156.6,69.24,Credit Card,Delivered
ORD-2026-03121,2025-12-30,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Australia,Melbourne,Furniture,Chairs & Seating,Task Mesh Office Chair,207.81,5,1039.05,10.0,103.91,935.14,108.66,543.3,391.84,41.9,Credit Card,Processing
ORD-2025-04215,2025-12-30,2025,2025-12,2025-Q4,Consumer,North America,United States,New York,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,916.91,2,1833.82,0.0,0.0,1833.82,208.29,416.58,1417.24,77.28,Credit Card,Delivered
ORD-2025-01336,2025-12-30,2025,2025-12,2025-Q4,Small Business,North America,Canada,Vancouver,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,120.02,2,240.04,10.0,24.0,216.04,44.69,89.38,126.66,58.63,Credit Card,Cancelled
ORD-2024-02365,2025-12-30,2025,2025-12,2025-Q4,Corporate,Asia Pacific,Australia,Sydney,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,602.02,10,6020.2,10.0,602.02,5418.18,311.03,3110.3,2307.88,42.6,PayPal,Delivered
ORD-2025-04239,2025-12-30,2025,2025-12,2025-Q4,Small Business,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),515.31,8,4122.48,0.0,0.0,4122.48,73.31,586.48,3536.0,85.77,Direct Invoice,Delivered
